O->O	0.09
O->B-LOC	0.012245896796373161
B-LOC->O	0.001292785744369879
B-LOC->I-LOC	0.014707421994952827
I-LOC->O	0.014696839846977084
O->B-ORG	0.004801355695438291
B-ORG->I-ORG	0.006866344293482493
I-ORG->I-ORG	0.019542287825647636
I-ORG->O	0.006502142033984021
I-LOC->I-LOC	0.009724700041152503
O->B-PER	0.00819763729854188
B-PER->I-PER	0.010298193671726772
I-PER->I-PER	0.010963693199979025
I-PER->O	0.010384026649752241
B-LOC->B-LOC	0.00046649635659731656
B-PER->B-PER	2.0870347396603324e-05
B-PER->O	0.0004065308514014422
B-ORG->O	2.1752193061248535e-05
I-LOC->B-LOC	0.00044944734041417575
B-ORG->B-ORG	4.997125432989528e-06
I-ORG->B-ORG	9.112405201333846e-06
I-LOC->B-PER	2.0576398841721586e-05
I-ORG->B-PER	3.2040392482109324e-05
I-LOC->B-ORG	1.9694553177076375e-05
I-ORG->B-LOC	0.00010876096530624266
I-PER->B-PER	6.378683640933692e-05
I-PER->B-ORG	1.234583930503295e-05
I-PER->B-LOC	1.6461119073377268e-05
B-LOC->B-ORG	3.5273826585808434e-06
O->I-PER	8.289349247664983e-05
O->I-ORG	1.0876096530624267e-05
O->I-LOC	0.00019988501731958111
I-ORG->I-LOC	0.00023427699824074433
I-LOC->I-PER	2.7631164158883275e-05
I-LOC->I-ORG	1.4697427744086847e-06
I-PER->I-LOC	1.9694553177076375e-05
I-ORG->I-PER	2.0576398841721584e-06
I-PER->I-ORG	2.9394855488173695e-06
