B-LOC->B-LOC	0.0004245116845035581
B-LOC->B-ORG	3.2099182193085674e-06
B-LOC->I-LOC	0.013383754015407073
B-LOC->O	0.00117643502737659
B-ORG->B-ORG	4.547384144020471e-06
B-ORG->I-ORG	0.006248373307069069
B-ORG->O	1.9794495685736168e-05
B-PER->B-PER	1.8992016130909024e-05
B-PER->I-PER	0.009371356241271363
B-PER->O	0.0003699430747753124
I-PER->I-PER	0.009976960811980913
I-PER->I-ORG	2.6749318494238064e-06
I-PER->I-LOC	1.7922043391139503e-05
I-PER->O	0.009449464251274539
I-ORG->I-ORG	0.01778348192133935
I-ORG->I-LOC	0.00021319206839907735
I-ORG->O	0.00591694925092546
I-LOC->I-LOC	0.008849477037448778
I-LOC->O	0.013374124260749147
O->O	0.8794600810557849
I-PER->B-LOC	1.4979618356773315e-05
I-ORG->B-LOC	9.897247842868083e-05
I-LOC->B-LOC	0.00040899707977689996
O->B-LOC	0.011143766084699577
I-PER->B-ORG	1.1234713767579986e-05
I-ORG->B-ORG	8.2922887332138e-06
I-LOC->B-ORG	1.7922043391139503e-05
O->B-ORG	0.004369233682848845
I-PER->B-PER	5.80460211324966e-05
I-ORG->B-PER	2.9156757158719487e-05
I-LOC->B-PER	1.8724522945966643e-05
O->B-PER	0.007459849941673111
I-ORG->I-PER	1.8724522945966644e-06
I-LOC->I-PER	2.514435938458378e-05
O->I-PER	7.543307815375134e-05
I-LOC->I-ORG	1.3374659247119032e-06
O->I-ORG	9.897247842868084e-06
O->I-LOC	0.00018189536576081883
